age,income,experience,score,click_rate,time_spent,noise1,noise2,target
53,77952,17,79,0.21,61,0.2553393343793954,0.2998225449974611,1
45,63837,9,83,0.09,51,0.10403576783014701,0.27236585046081785,1
24,78877,19,87,0.18,56,0.2526483260561352,0.4402265078556221,1
54,75687,18,54,0.09,31,0.5097596953454672,0.18866708301778723,0
47,67276,23,54,0.08,27,0.979462975642382,0.9746990127084798,0
48,64523,5,68,0.05,43,0.06368724020035865,0.34491707131397786,0
28,96055,6,87,0.21,63,0.2000720008159318,0.9229932740121771,1
57,84615,12,77,0.14,35,0.6272794576924252,0.9082649629599618,1
25,40514,11,75,0.08,51,0.3043643946670277,0.36484898756231443,0
38,77456,16,91,0.13,53,0.8585042994398843,0.2540846322729058,1
30,37233,20,72,0.09,54,0.13941698706559502,0.7708356345262631,0
21,31102,17,79,0.29,51,0.9631575235839414,0.22937784756365376,1
28,96133,20,52,0.13,69,0.9123748915165268,0.5212463899624763,0
40,76715,9,77,0.13,36,0.8875290560107212,0.11068937441988991,1
43,36256,1,82,0.26,21,0.1730690417634161,0.38593215454942953,1
53,94800,3,91,0.21,45,0.3294961242526443,0.07815492365511678,1
41,71548,21,52,0.23,73,0.8040968422335274,0.28343959268605745,1
22,72367,23,54,0.21,63,0.8078080655599461,0.6652937381905463,1
31,56205,9,68,0.29,36,0.7051754152071323,0.9913071565501804,0
47,55570,22,91,0.1,57,0.4480508815337517,0.25480759650657825,0
49,60255,19,50,0.3,68,0.3115892706734371,0.47332129054933914,1
45,51182,13,87,0.26,21,0.9629579361817271,0.448046114669153,1
40,69373,23,58,0.2,27,0.139262269888346,0.18415363420756148,1
47,73019,14,54,0.22,65,0.04375406096195611,0.6100690361975077,1
45,92619,20,91,0.21,25,0.009130519989861141,0.7247049468219717,1
52,46043,19,83,0.06,28,0.7750269096336885,0.14721948343645164,0
40,75532,23,86,0.1,20,0.05670514596673948,0.7571245725808013,1
54,95936,7,82,0.29,24,0.5386436044719121,0.7001616357954912,1
53,49239,4,74,0.18,58,0.3672924410673024,0.1973428808276233,1
37,40416,12,91,0.14,28,0.14690789007220695,0.6489476251179033,0
30,33412,23,78,0.24,33,0.7405954868872031,0.39367167936352254,1
42,54406,14,74,0.18,46,0.055006831043934556,0.6811377524944298,1
41,31875,2,58,0.05,28,0.31839383858545234,0.4960968522358542,0
36,67066,1,52,0.23,55,0.562191225420091,0.04813767523405099,1
24,35752,18,64,0.23,48,0.4024157233562522,0.786966988137793,0
30,31353,20,53,0.09,39,0.25914819865920014,0.5555999247190837,0
49,56986,8,94,0.29,34,0.9260010047060467,0.7247946228587325,1
34,44691,3,87,0.11,55,0.9309703884986641,0.12607177488025856,0
46,99847,6,69,0.16,22,0.4160945396092264,0.7212724726031007,1
54,78075,22,72,0.08,75,0.3937444167614199,0.41366618851648174,1
52,40794,13,86,0.2,72,0.3073850474867009,0.7992670440257236,1
39,98470,9,57,0.14,42,0.8557561929123605,0.5991658753229868,0
35,46406,9,86,0.14,77,0.5679152859949044,0.35490212526980025,0
53,56872,20,94,0.26,73,0.08952221290245521,0.20191695224727946,1
21,71708,9,82,0.05,65,0.8533207031183675,0.8159241686392426,1
54,50800,15,82,0.25,28,0.5348862699570007,0.5601926635765258,1
59,73397,13,56,0.19,49,0.41559180410590846,0.9874680726302647,1
47,67909,22,71,0.3,38,0.3378649436435579,0.37348867034543176,1
58,51352,16,54,0.2,57,0.09942659031294487,0.6857192215857968,0
25,45438,2,64,0.06,22,0.9567021564008694,0.6228208717764808,0
28,74999,14,70,0.06,69,0.7412435174723017,0.6375817092874487,0
39,48482,6,74,0.27,67,0.1317775630989807,0.7369799645356571,1
20,62471,2,66,0.26,22,0.5112688191348344,0.13910827998295405,1
27,77279,8,56,0.14,53,0.555575197786287,0.5496440439982709,0
42,84213,4,68,0.2,21,0.1678887570307558,0.509129670394423,1
22,43026,21,56,0.17,77,0.4272215288623039,0.34252978909054066,0
23,35435,24,89,0.29,46,0.645746115454008,0.43615026651923605,1
44,38493,14,94,0.29,42,0.2840105718147601,0.5188120766512172,1
57,89321,11,73,0.3,61,0.33160895488994835,0.32092231496536106,1
34,32763,24,60,0.27,51,0.12202847706500808,0.29315883201854775,0
40,50389,14,90,0.28,66,0.41324064432575613,0.7382725746665123,1
54,61498,12,50,0.1,54,0.5838572847082947,0.06691814271974272,0
33,93755,16,81,0.26,59,0.11652554069931698,0.312963078503782,1
55,65825,6,89,0.23,37,0.6147843588350356,0.653711146133795,1
31,46934,20,93,0.29,46,0.3977932147528124,0.20877296833104253,1
36,35574,1,51,0.19,30,0.6781822543908081,0.5722726352855823,0
58,68179,12,64,0.07,58,0.314836975516826,0.3021641416485491,0
28,31587,7,70,0.2,38,0.5684992382916041,0.8433012733502104,0
54,72782,8,73,0.22,44,0.6128028482598014,0.34998933212913497,1
32,84412,9,66,0.11,26,0.6905073991461447,0.2295165617309105,0
34,90561,2,58,0.15,50,0.7569389835372993,0.5301037770893914,0
37,34409,17,84,0.2,76,0.13635170989990797,0.13566051300555937,1
52,56751,20,69,0.14,21,0.9652427422002774,0.7974839674050584,0
25,68174,13,68,0.14,57,0.8436454156537618,0.6800282512726602,0
46,86572,5,67,0.08,24,0.5623187825986172,0.7705089046949158,0
42,91416,10,69,0.29,33,0.890358870778358,0.3988781997971246,1
46,42041,12,79,0.24,37,0.3824329679807493,0.8350034138549418,1
53,53227,17,89,0.05,55,0.034286551606133475,0.4935481307371533,0
57,65201,21,50,0.24,23,0.7270313808679431,0.09469903492023724,1
33,66069,6,73,0.23,43,0.94334414935536,0.22402924899184906,1
55,56370,3,73,0.05,32,0.16185466357530232,0.7110528015282194,0
27,41586,15,68,0.14,74,0.6438739470163355,0.8964222988085027,0
54,80231,7,79,0.2,40,0.8134255606523169,0.09518559241860869,1
38,35322,6,75,0.16,76,0.905067051638083,0.8642147910972118,1
49,95294,4,91,0.24,52,0.276527759115186,0.7990698291784977,1
33,59299,19,93,0.16,39,0.12873380938473156,0.35656105998508547,1
39,76501,5,87,0.09,24,0.2478501138759348,0.6892768043966564,1
44,87134,3,78,0.29,43,0.5777216410191356,0.18695134380153322,1
59,39777,9,62,0.11,54,0.9187282564955316,0.8133932999339456,0
43,41249,6,53,0.23,49,0.5825358111985062,0.6573390218490106,0
33,51390,13,94,0.09,47,0.9196213008359965,0.438829379467065,0
45,50369,22,66,0.13,72,0.7700370236912191,0.8645173155467031,0
57,42881,20,82,0.16,70,0.5983894641678092,0.13923450130090154,1
42,39587,4,54,0.1,64,0.021798509263329602,0.8457856324363029,0
41,37833,2,77,0.16,26,0.33307576787614124,0.02388640652226781,1
38,77013,4,73,0.09,61,0.057459557224906255,0.7532004043267962,1
22,93620,8,66,0.19,54,0.32224235027402837,0.5733640767453678,1
38,45754,13,88,0.22,74,0.0623334981584408,0.6967232732206092,1
28,65282,10,89,0.07,49,0.16781586145006244,0.4123445257310656,1
47,66737,18,93,0.27,53,0.4106859162424089,0.8644411258921632,1
39,54124,9,60,0.1,58,0.5148847454329807,0.31314902413981327,0
26,32196,1,61,0.11,28,0.21714168829285485,0.2749552851985274,0
33,91527,13,62,0.22,79,0.7325773792579889,0.3017506457478424,1
28,41345,18,57,0.17,72,0.5903646218670198,0.7743638428425841,0
38,64077,15,50,0.17,31,0.6917605307632778,0.49529173135071236,1
33,96400,2,58,0.08,73,0.7327656810934132,0.5370853258541466,0
57,42055,11,77,0.25,48,0.7269203385810236,0.8316554184088553,1
55,74484,14,51,0.2,29,0.9362339011968529,0.8333655523166117,1
59,65771,22,63,0.08,46,0.23722033391466701,0.16173810456844429,0
36,87654,15,62,0.14,38,0.2701556392312682,0.5497676728883171,0
49,76540,14,51,0.25,32,0.09420106800215067,0.12601820643380324,1
28,59377,16,53,0.19,61,0.5925863574311031,0.8685284711947578,0
52,79573,23,61,0.08,56,0.3951855076378654,0.8370057020975378,0
44,72733,15,59,0.14,51,0.49619888066776285,0.8493488582211324,0
33,41760,19,52,0.11,34,0.1698214577141398,0.7048585003799668,0
30,55762,9,53,0.18,40,0.6490602505713831,0.46687730604245636,0
54,80986,5,55,0.26,22,0.6190193606394512,0.40472122634454855,1
33,64332,5,72,0.16,27,0.26478442693201953,0.39522456391360994,1
49,70100,11,54,0.16,25,0.46541669042607403,0.0662127886087609,1
23,34944,20,52,0.28,48,0.8943009381072797,0.948870286464511,0
23,78825,24,59,0.19,38,0.7734990343257986,0.4502756567234685,1
47,43877,4,92,0.19,36,0.22694387676333172,0.9301148992783793,1
27,59990,20,68,0.12,29,0.8788548524996034,0.8792575391617268,0
21,85283,18,63,0.2,52,0.06731297342154285,0.8286103877920145,1
41,33258,3,70,0.19,32,0.4139285660554123,0.5883088848308269,0
35,61629,4,92,0.15,46,0.08011822753739606,0.10155588595064058,1
48,67579,14,77,0.3,61,0.9242141941864884,0.32391144955153617,1
49,52958,7,70,0.27,31,0.040702441820043345,0.6035862092860723,0
31,69465,8,85,0.24,21,0.151240296107912,0.013455808414671089,1
54,45775,24,73,0.18,29,0.9150399438365512,0.04263091366849758,1
30,64207,16,87,0.17,40,0.5821576449006293,0.6776633822005779,1
40,52553,20,66,0.1,42,0.7951879750962659,0.8882028515018462,0
40,83632,15,71,0.13,20,0.016406760261795106,0.8551631293232035,1
24,30055,7,68,0.24,52,0.41909507055531725,0.16814527647741206,0
39,62873,17,94,0.16,71,0.9844656302742807,0.9112334525923411,1
56,96205,22,59,0.27,45,0.5798190660301559,0.6963022006512707,1
22,55318,22,60,0.09,34,0.8496827885999187,0.7163259543256837,0
52,63734,22,87,0.18,41,0.9635594768968787,0.3040412007374149,1
28,48522,12,51,0.21,44,0.6850405090224067,0.7159967756838184,0
28,41656,18,82,0.18,20,0.3276304616931808,0.7097722775838923,1
23,45893,24,92,0.27,78,0.30860693427113384,0.5946655256131199,1
54,46493,14,80,0.3,45,0.07127740787646797,0.35728840325904354,1
36,33632,15,84,0.08,40,0.4277721020060995,0.8110144376849608,0
53,91779,15,86,0.08,60,0.9153894156218805,0.937517937980269,1
43,68452,5,85,0.08,43,0.4780624265939808,0.8698884250269964,1
51,43266,16,72,0.22,58,0.9109949101267809,0.24297919421305803,1
20,91607,5,85,0.14,35,0.8171419332282389,0.445673829049656,1
27,46940,2,89,0.23,51,0.9841871132899467,0.34241435229412154,1
42,54003,20,88,0.15,35,0.9476952818920631,0.7074795502096134,0
59,64815,9,75,0.21,32,0.7064832690529896,0.8314903376710063,1
31,60869,22,74,0.24,61,0.8712172868759749,0.2157961324394687,1
31,79297,9,66,0.19,51,0.7480777016323756,0.9472755353525584,1
34,90107,4,64,0.18,69,0.7033945146422178,0.6773291332995683,1
38,46682,15,86,0.07,60,0.7155595778978022,0.21844787157687062,0
45,49622,11,94,0.15,63,0.721043675357962,0.3710946113074267,0
48,60408,1,53,0.19,43,0.37941901186154847,0.1046068580565489,1
41,38837,18,71,0.17,32,0.42356241605258416,0.5970689850296086,1
59,94210,1,66,0.28,30,0.29407115917304427,0.16919152279262406,1
40,45407,8,71,0.28,34,0.14826057567132944,0.6930899381630414,1
57,59309,16,66,0.26,29,0.4584434003341924,0.7372467432246549,0
39,48895,22,63,0.14,61,0.8999492892722827,0.4793348183234317,0
48,30370,18,63,0.23,60,0.6512647066178289,0.0938167711441853,0
23,30486,22,66,0.15,76,0.056180359718111195,0.6108731899715513,0
26,53762,9,57,0.11,76,0.811199944564652,0.3722052521238144,0
47,56613,12,83,0.14,22,0.9354015272175004,0.9496474712140464,0
47,33196,19,75,0.07,74,0.8294224399867706,0.5132057067020416,0
23,94839,18,94,0.13,35,0.7275414141557469,0.07226606886417397,1
41,71916,5,79,0.17,63,0.15012039581332148,0.6360490831971792,1
31,38572,2,71,0.29,36,0.3489998922525881,0.7793537025264985,1
22,58225,7,65,0.13,44,0.5652868883480303,0.16050280940560246,0
41,75853,10,79,0.28,49,0.07686077937838953,0.44905736434438637,1
21,79390,15,65,0.11,66,0.10627021413578486,0.7431969532378214,0
43,62275,7,87,0.1,76,0.9342539220111499,0.020493615388880837,1
53,31105,5,73,0.18,54,0.7026911932759836,0.028969796097377043,1
46,89896,15,85,0.22,56,0.27508704605127554,0.6769120668828613,1
20,73209,20,84,0.06,79,0.3273603097613478,0.7251264983250967,1
27,72487,20,55,0.11,32,0.3844293042801694,0.8458694373197216,0
42,48051,15,53,0.16,43,0.07507129257871692,0.3995998157926274,0
57,96961,10,67,0.13,57,0.7391769987144281,0.38977666504550557,0
25,90156,24,55,0.23,45,0.17683401209120564,0.5523679727296575,1
41,87175,14,75,0.18,77,0.8051200248207101,0.7573269550349312,1
44,36849,10,86,0.09,28,0.8458724297769336,0.6409921969382192,0
37,48976,17,76,0.27,38,0.6384341774274641,0.32732330384385266,1
36,86866,21,90,0.12,47,0.7698549433989131,0.3465472564358447,1
31,77078,14,60,0.23,26,0.17183516668604337,0.763004935567106,1
25,61113,2,87,0.24,64,0.5759389826706368,0.5346466617616034,1
45,45401,16,65,0.29,41,0.6767993144461313,0.09797617557980942,0
46,42884,13,68,0.17,49,0.6615605808542778,0.1529949541522898,0
27,67563,9,92,0.2,56,0.11728987764318077,0.8511903759383158,1
38,64414,7,64,0.13,35,0.3443824624800381,0.998803431698492,0
20,46142,16,75,0.22,55,0.32503752148233656,0.3356829057412549,1
48,65135,10,90,0.17,24,0.5725268725969084,0.3867016615568254,1
54,57862,24,80,0.16,48,0.7652371288677532,0.15448802478958623,1
59,35190,22,68,0.26,71,0.5705903661702137,0.23571308406042157,0
33,34331,9,73,0.06,70,0.7548274386516542,0.4246298457758879,0
54,82186,22,58,0.27,42,0.09896759669900812,0.28438964441076253,1
39,74648,23,72,0.26,25,0.8781386908672774,0.701424854590515,1
32,58549,7,53,0.18,55,0.5366170693642597,0.5378494415041681,0
57,55761,16,59,0.17,76,0.03749866046717287,0.8222971282932438,0
27,33262,9,58,0.14,52,0.6432130030224263,0.7245249177190194,0
39,81259,24,68,0.3,68,0.5173471873630755,0.1281006119604805,1
52,83472,17,64,0.08,60,0.22036956884856496,0.12338896557671875,0
45,34677,20,83,0.2,35,0.7644254586113547,0.895648638507457,1
58,80617,7,91,0.22,74,0.93356825120798,0.8195112394477024,1
40,48595,11,68,0.28,53,0.32268345384350583,0.46791732316270884,0
28,90148,8,70,0.25,62,0.493915682816369,0.13036413477397257,1
43,76926,7,83,0.21,45,0.12817499869842908,0.8985762906858054,1
56,64457,19,66,0.08,56,0.9297997237048161,0.2307005573759301,0
36,72531,20,67,0.14,32,0.31879605961923296,0.03553477462965471,0
43,93171,12,66,0.08,71,0.19478468369952584,0.9242395249874021,0
40,75771,7,51,0.27,36,0.47842867676945544,0.8089356207230112,1
58,96354,8,50,0.24,51,0.04328248950118074,0.6934816923184484,1
58,67289,7,92,0.24,51,0.2528368312264049,0.03403035735203508,1
32,63892,6,59,0.21,47,0.06765773649141082,0.5284311783927091,1
30,68409,9,86,0.18,48,0.12737115449419978,0.6536361550837712,1
38,64470,13,54,0.09,44,0.1121575508658681,0.7593472407820314,0
30,48385,7,61,0.13,66,0.8724199550179572,0.47107388479852363,0
32,53296,8,85,0.08,41,0.930434848034628,0.9533493000815569,0
20,91716,22,80,0.23,46,0.47452216578014605,0.24478106097317454,1
59,56382,17,87,0.09,63,0.6304170878533453,0.06973491736182236,0
38,52419,17,58,0.23,57,0.6959018972629984,0.3327662450086498,0
31,69291,16,93,0.22,39,0.39131332487206016,0.6618048703067126,1
27,42397,22,75,0.16,64,0.37021046704288785,0.7371572042762721,1
27,87888,2,64,0.08,69,0.6755690192236696,0.7384968971148089,0
31,65169,8,65,0.13,43,0.37671451524523847,0.11067382762273392,0
52,92182,17,62,0.13,66,0.5810095195501771,0.8850894546282699,0
45,72249,13,74,0.23,66,0.5151928108114577,0.28083370292288645,1
58,58341,18,79,0.08,27,0.5244606009009815,0.20991110766322651,0
47,76144,24,56,0.26,70,0.829358862876451,0.6144574769376007,1
24,91772,22,53,0.24,74,0.7040571088986965,0.2118490744338335,1
27,43444,10,92,0.1,33,0.9606826540380929,0.508038492855024,0
44,75647,2,89,0.23,58,0.7909766272515796,0.4070296965453738,1
46,40974,2,87,0.22,33,0.14579251459989573,0.23203426262851745,1
42,68383,14,79,0.24,24,0.7384833029998428,0.292059632501678,1
49,32956,16,59,0.1,66,0.6656475539671354,0.427407231360863,0
42,38077,7,79,0.09,40,0.6460439795113485,0.3461603463151982,0
39,66490,21,88,0.11,34,0.48074462619200364,0.38157578437158957,1
37,85612,21,56,0.14,75,0.062463919815986424,0.7354346215702385,0
37,66159,24,85,0.25,55,0.9514847675100698,0.16837991269233454,1
21,69710,12,84,0.23,52,0.8519246947244119,0.6276185873324245,1
23,43806,23,73,0.28,36,0.48680803741185796,0.6781577756478349,1
49,36458,14,88,0.06,76,0.15858096763080842,0.8020870461767449,0
52,65524,4,85,0.05,39,0.8244726578557586,0.847327175309659,1
55,36853,4,94,0.22,20,0.4306716054091858,0.1586655434671148,1
37,70477,18,69,0.12,35,0.39011392350635943,0.13826076111800223,0
56,62222,3,81,0.13,64,0.6653822319327014,0.614771013146609,1
38,48320,1,88,0.19,37,0.7586753985326515,0.7569165505829645,1
47,82243,17,75,0.08,29,0.06284073662045808,0.2723264302396825,1
59,75615,7,75,0.21,42,0.7675564164835129,0.5258472055731129,1
39,47352,16,85,0.13,37,0.7339405013516281,0.772239430611771,0
52,33203,5,92,0.21,68,0.5892096105220436,0.7675031082404543,1
31,69267,19,84,0.26,77,0.3384189143581343,0.6538201661137455,1
34,67941,7,92,0.09,28,0.16480214725582787,0.07878769593336499,1
58,55368,14,84,0.28,65,0.10265296918386324,0.050643860275723984,1
21,60984,2,61,0.18,72,0.0011836937185679686,0.38844531004941396,1
48,71941,3,82,0.28,49,0.20646017569209285,0.026687426479218956,1
29,82683,17,85,0.1,32,0.41133697004997294,0.9041443318547523,1
21,30801,16,63,0.2,71,0.24364433140008435,0.020144664754724206,0
30,77965,8,82,0.15,71,0.3089790536050099,0.029612862141981555,1
32,39969,18,94,0.24,50,0.3904524153609902,0.16532737837146028,1
29,65969,15,94,0.2,65,0.3082623084654311,0.6270151315855603,1
33,62449,7,73,0.17,62,0.7246210386587307,0.5415541405863561,1
37,55705,9,64,0.28,32,0.4917267891649699,0.6594871365553511,0
28,90303,6,80,0.14,51,0.019327147752040696,0.8935551411080014,1
58,58363,18,66,0.1,36,0.2266682313623034,0.4549456508116988,0
47,60720,18,61,0.2,22,0.7096582446345308,0.04387597588049841,1
22,39972,24,71,0.21,20,0.3009305232867858,0.7634966252114578,1
39,63351,14,72,0.16,72,0.9201417716990489,0.8119644627737702,1
25,66145,14,75,0.17,24,0.7126640474474206,0.049888359886565814,1
46,86235,14,63,0.29,51,0.28992697587964134,0.24284929363747387,1
21,44855,4,61,0.23,44,0.5164098461734441,0.770596799331734,0
48,66169,4,53,0.08,64,0.6672390301801697,0.37615523854631183,0
57,76404,15,62,0.1,75,0.19336586533709532,0.47265139846441895,0
22,49569,15,67,0.29,24,0.2461874678868623,0.8231757424782155,0
35,84437,18,92,0.23,56,0.5071237458622565,0.0946195384091425,1
49,78506,14,77,0.28,42,0.9248947224902921,0.6772843244653044,1
59,55738,1,87,0.13,31,0.3440103668576152,0.21498438675099918,0
21,36772,10,90,0.24,53,0.4021303281007065,0.0626514310765165,1
36,49731,20,93,0.23,42,0.19062021068151358,0.6624978455910614,1
31,40131,10,68,0.12,35,0.5932086952731095,0.1214122529731223,0
54,96324,10,92,0.19,68,0.7401507472509984,0.7470072588025166,1
20,84097,24,87,0.21,24,0.44064226630962045,0.20270539125521725,1
34,32889,2,52,0.17,63,0.7502493796598184,0.04851202035785207,0
45,39569,8,68,0.26,66,0.3026047233679574,0.0992974649924856,0
56,37612,1,69,0.26,47,0.7069844180285014,0.8412702487459068,0
40,81644,1,74,0.26,25,0.25834453317045414,0.3709682163402742,1
50,62069,4,60,0.25,32,0.7806495417715702,0.3022666413674179,1
44,57331,7,66,0.17,62,0.8306415782992095,0.49119881971252655,0
42,85897,9,84,0.15,49,0.7977236683597888,0.6329325688500843,1
43,43934,16,63,0.26,45,0.215472605850626,0.037102245313097026,0
57,40095,5,88,0.17,36,0.6942494378939388,0.8981885134505315,1
47,48706,2,68,0.11,28,0.5385403873763492,0.958481364820397,0
40,73516,23,52,0.18,76,0.9860369899890477,0.4173068161548692,1
37,64629,11,83,0.09,35,0.3615768209790641,0.4126289025154567,1
55,76910,18,90,0.22,68,0.7712513528390406,0.8785599212644715,1
54,50431,19,71,0.13,71,0.37007811705731697,0.4293117981374476,0
28,86733,13,87,0.12,75,0.39685747415404193,0.8561899348114633,1
57,70088,24,76,0.29,37,0.1109921844050974,0.02833694448938806,1
49,74135,11,70,0.24,32,0.23966118582619134,0.48965060876796496,1
53,68015,20,90,0.25,48,0.16448428657233694,0.9524290447723615,1
51,61385,19,80,0.21,62,0.1592005610439271,0.2528046587306726,1
22,68677,17,76,0.26,64,0.009016527651856121,0.26615482045243144,1
22,42818,5,86,0.24,43,0.7937807694727623,0.6301229887126274,1
47,93001,13,51,0.2,77,0.46793121793968084,0.9261908833209671,1
34,53977,20,58,0.29,64,0.804167567960758,0.19874224128964313,0
42,79832,1,68,0.1,63,0.6125504091988049,0.9216510258507804,0
59,70931,10,91,0.29,65,0.8313376624805094,0.6630037441148806,1
30,75784,8,85,0.15,32,0.5037650032374411,0.9930473142610541,1
51,39921,24,59,0.18,44,0.0940410211388345,0.7364588464526308,0
55,64959,8,89,0.08,60,0.6167636432339406,0.6678005407173057,1
52,62328,19,94,0.19,65,0.67776486226274,0.8149031719599663,1
43,38859,6,88,0.2,20,0.626504168301055,0.1751403192902925,1
58,56708,12,56,0.3,28,0.8013363152265798,0.9459856130333497,0
53,48847,7,53,0.29,23,0.7314992440062132,0.16559550877606255,0
47,85989,16,64,0.29,47,0.4326324491988691,0.025670369896454215,1
56,34922,9,61,0.14,31,0.8191036554552434,0.6978568411977422,0
26,99928,21,55,0.3,43,0.6917865421426879,0.18459542612883362,1
23,82335,22,58,0.16,65,0.12036673851501101,0.7587531796318847,1
56,43541,10,84,0.26,28,0.5398729154498197,0.7950389779823774,1
20,49551,10,57,0.1,54,0.7285558062299383,0.23669924065539316,0
20,49381,10,56,0.18,57,0.5532882017182804,0.08672033057521134,0
39,85673,20,53,0.29,54,0.9490286509515976,0.5008209662787998,1
38,52948,16,62,0.29,52,0.10149126820876953,0.8902185105682909,0
48,89072,1,68,0.22,77,0.7223216928788276,0.8472911010293791,1
29,97560,17,56,0.25,73,0.8244508114295005,0.11708245650026883,1
37,32486,21,59,0.09,72,0.7026531949051722,0.9647832645185286,0
47,96691,14,74,0.23,54,0.3855850050644063,0.26394919538736805,1
54,40082,19,93,0.2,65,0.385480313203326,0.34939117702304057,1
50,37086,21,84,0.07,39,0.5865675050750127,0.14905024307213133,0
46,97853,21,74,0.08,21,0.39709803635452656,0.37780296554264603,1
30,45916,17,78,0.08,63,0.883182997365831,0.63564110631968,0
57,45248,14,61,0.23,45,0.10993061829445039,0.5060782601178351,0
24,98047,8,89,0.09,61,0.6391573479727525,0.8275394850627851,1
27,54226,21,61,0.17,32,0.13411496077363771,0.6413008112568218,0
53,55025,21,55,0.14,49,0.5401598024990417,0.26354447144930426,0
31,78380,9,59,0.19,71,0.715581202410695,0.5574380316168327,1
57,37848,8,51,0.23,51,0.16551091656024897,0.06419112588820963,0
20,44274,13,94,0.22,55,0.7040332214896534,0.5807905607444611,1
50,84545,17,74,0.18,38,0.13998003121109093,0.3896638295404685,1
23,65233,19,56,0.17,41,0.620553745629139,0.09839849205582762,1
24,46304,7,89,0.15,20,0.5055530293228856,0.30746395299078166,0
49,41294,17,72,0.27,76,0.29807495380926163,0.8980869926009849,1
43,56425,1,60,0.13,30,0.11154873085530248,0.5860379474301891,0
22,98711,5,85,0.11,45,0.7358541396009165,0.9032648489430511,1
30,39425,6,72,0.24,67,0.38180513337700595,0.41080398697456755,1
23,74990,2,92,0.14,38,0.08653077727317637,0.978908599390088,1
45,98295,16,56,0.26,38,0.7727893382727329,0.3600190534981904,1
46,46091,22,76,0.13,31,0.2328946834838207,0.7568046151455093,0
46,30002,5,62,0.23,22,0.7364520537055205,0.30540308348005685,0
25,80411,5,66,0.06,74,0.5648986859407367,0.1059905484499587,0
34,70958,12,81,0.15,75,0.19452901157905123,0.8330565967356205,1
49,50707,3,75,0.14,37,0.07640572717479199,0.7625815268701597,0
56,45248,16,71,0.25,68,0.5932490154026258,0.8206290338183034,1
56,81720,6,62,0.29,24,0.0252118322394288,0.299694531685612,1
56,45037,15,61,0.17,67,0.06546448486411283,0.7036616256009703,0
54,97421,15,56,0.26,43,0.7022190819667006,0.21992284774856496,1
42,70612,16,50,0.22,33,0.5388738414013031,0.011311536261484623,1
25,43450,20,82,0.29,70,0.32629526565437694,0.8664887756356681,1
23,39491,13,63,0.25,57,0.5392279426684237,0.523525487055993,0
37,36791,12,92,0.07,22,0.5916493275249195,0.9836533374820884,0
28,58314,10,90,0.23,25,0.5652858662444664,0.3850356949037468,1
48,81883,14,66,0.18,31,0.6425540115154905,0.9568730069894703,1
32,95629,2,53,0.05,71,0.9402881001903672,0.6150572634725594,0
36,39967,3,88,0.11,30,0.38877752008402544,0.5122050718368634,0
51,73220,9,50,0.28,58,0.3011514134575761,0.30280960317974737,1
41,34947,11,90,0.28,78,0.038434911030169716,0.8252763412727409,1
23,69419,11,94,0.25,45,0.14707305685676686,0.8287947463711232,1
24,86131,22,73,0.3,20,0.10624981588114268,0.41692953220351137,1
56,58876,10,83,0.25,35,0.33544418687246225,0.7272931419439783,1
32,49971,14,83,0.05,67,0.6099907288150554,0.447237935778272,0
53,92539,9,73,0.12,68,0.046333891134583416,0.7396592944666763,1
41,79228,20,64,0.06,66,0.7276650044546848,0.994190156718625,0
42,58261,21,66,0.07,72,0.39743294997773926,0.26249631376411164,0
22,91260,10,62,0.1,28,0.9635045157884546,0.634052457179731,0
53,33346,22,56,0.18,24,0.5683849751919386,0.37987796510656335,0
51,86176,9,58,0.26,71,0.7713623123884888,0.5483715636485033,1
40,82300,5,93,0.27,27,0.861181232297033,0.8741472802966623,1
40,41340,8,84,0.2,40,0.8888463013255273,0.3475758694446548,1
30,63012,11,72,0.28,52,0.5184617496798072,0.07238830214123637,1
58,65393,1,88,0.18,58,0.3967425584310811,0.7989371852429591,1
23,55557,21,72,0.27,62,0.5605149896884395,0.5550248552032346,1
20,94204,10,75,0.16,39,0.4020704016174279,0.4494009471420669,1
47,47276,1,50,0.12,77,0.24071496928324154,0.18333304689592755,0
43,84639,22,63,0.28,72,0.32391982716666745,0.09285273170458452,1
54,37310,7,81,0.15,64,0.23276985623859892,0.27873555962455365,0
32,65167,14,59,0.18,41,0.2694376305948617,0.7189042633475521,1
53,40391,5,50,0.13,32,0.09360773723572036,0.4117709286401636,0
30,80621,17,54,0.22,58,0.4264627207239047,0.5702275873856214,1
55,40892,22,52,0.3,30,0.23528390660322374,0.08204555366298083,0
36,66142,21,76,0.06,37,0.4483665523944761,0.12324304352941995,1
54,75679,6,71,0.27,49,0.7921982341762932,0.011305830893589386,1
37,71615,16,67,0.05,52,0.4483123532431772,0.6732844505490652,0
59,77553,11,65,0.14,63,0.9546118707097154,0.26445452248842005,0
41,71002,10,51,0.09,22,0.14783689452802085,0.9669265858331619,0
43,39852,15,62,0.24,77,0.8502649908378747,0.3084558103271955,0
38,35387,7,94,0.06,79,0.24825811407298748,0.3636180388660112,0
56,69994,23,65,0.19,20,0.9339334508549741,0.4694898314477096,1
58,63725,2,57,0.12,55,0.22714792644865456,0.3191407487921929,0
40,30560,12,92,0.08,25,0.7469617859648056,0.8174432218771623,0
27,86565,19,57,0.24,56,0.062117900859970154,0.8762068099979826,1
